id,case_id,rater_id,fold,rating,error-rating,q_ir,ai_probability_class_1,ai_predicted_class,rater_ai_disagreement,rating-confidence,case-difficulty,rater-expertise,d_probability_weighted,threshold_youden,d_probability_unweighted,TARGET,q_pred,d_pred_w,d_pred_u,ai_correct,rater_correct,q_correct,d_correct_w
14-5,14,5,4,1,0,0.0515987873077391,0.9484012126922609,1,0,5,3,3,0.03748904,0.5368138551712036,0.018146925,1,0,0,0,1,1,1,1
14-6,14,6,4,1,0,0.0515987873077391,0.9484012126922609,1,0,4,4,2,0.09895522,0.5368138551712036,0.031196618,1,0,0,0,1,1,1,1
14-7,14,7,4,1,0,0.0515987873077391,0.9484012126922609,1,0,4,4,2,0.100753896,0.5368138551712036,0.039136127,1,0,0,0,1,1,1,1
14-8,14,8,4,1,0,0.0515987873077391,0.9484012126922609,1,0,3,3,2,0.1559787,0.5368138551712036,0.050066862,1,0,0,0,1,1,1,1
14-9,14,9,4,1,0,0.0515987873077391,0.9484012126922609,1,0,4,3,4,0.2311701,0.5368138551712036,0.08026991,1,0,0,0,1,1,1,1
14-10,14,10,4,1,0,0.0515987873077391,0.9484012126922609,1,0,4,3,4,0.047471713,0.5368138551712036,0.01387204,1,0,0,0,1,1,1,1
14-11,14,11,4,1,0,0.0515987873077391,0.9484012126922609,1,0,3,3,4,0.13285959,0.5368138551712036,0.044767044,1,0,0,0,1,1,1,1
14-12,14,12,4,1,0,0.0515987873077391,0.9484012126922609,1,0,3,3,4,0.13119254,0.5368138551712036,0.039087925,1,0,0,0,1,1,1,1
15-0,15,0,3,0,1,0.1232565492391586,0.1232565492391586,0,0,5,2,4,0.10955736,0.4455930888652801,0.051681608,1,0,0,0,0,0,0,0
15-1,15,1,3,0,1,0.1232565492391586,0.1232565492391586,0,0,4,3,4,0.09832382,0.4455930888652801,0.044798683,1,0,0,0,0,0,0,0
15-2,15,2,3,0,1,0.1232565492391586,0.1232565492391586,0,0,4,3,4,0.028811773,0.4455930888652801,0.015846498,1,0,0,0,0,0,0,0
15-3,15,3,3,0,1,0.1232565492391586,0.1232565492391586,0,0,3,4,4,0.38534933,0.4455930888652801,0.15763253,1,0,0,0,0,0,0,0
15-4,15,4,3,0,1,0.1232565492391586,0.1232565492391586,0,0,3,4,3,0.046654057,0.4455930888652801,0.021898653,1,0,0,0,0,0,0,0
15-5,15,5,3,0,1,0.1232565492391586,0.1232565492391586,0,0,4,4,3,0.13183837,0.4455930888652801,0.07477374,1,0,0,0,0,0,0,0
15-6,15,6,3,0,1,0.1232565492391586,0.1232565492391586,0,0,4,4,2,0.025806092,0.4455930888652801,0.013443974,1,0,0,0,0,0,0,0
15-7,15,7,3,0,1,0.1232565492391586,0.1232565492391586,0,0,4,2,2,0.08154595,0.4455930888652801,0.03873342,1,0,0,0,0,0,0,0
15-8,15,8,3,0,1,0.1232565492391586,0.1232565492391586,0,0,3,3,2,0.028268155,0.4455930888652801,0.021363355,1,0,0,0,0,0,0,0
15-9,15,9,3,1,0,0.8767434507608414,0.1232565492391586,0,1,3,3,4,0.36048877,0.4455930888652801,0.17165698,1,1,0,0,0,1,0,1
15-10,15,10,3,0,1,0.1232565492391586,0.1232565492391586,0,0,4,3,4,0.035856646,0.4455930888652801,0.017027693,1,0,0,0,0,0,0,0
15-11,15,11,3,0,1,0.1232565492391586,0.1232565492391586,0,0,3,3,4,0.03302317,0.4455930888652801,0.029763758,1,0,0,0,0,0,0,0
15-12,15,12,3,0,1,0.1232565492391586,0.1232565492391586,0,0,4,4,4,0.09082015,0.4455930888652801,0.0433017,1,0,0,0,0,0,0,0
16-0,16,0,5,0,0,0.8493857979774475,0.8493857979774475,1,1,5,2,4,0.13167699,0.372329980134964,0.06290936,0,1,0,0,0,1,0,1
16-1,16,1,5,0,0,0.8493857979774475,0.8493857979774475,1,1,4,3,4,0.41606036,0.372329980134964,0.19438916,0,1,0,0,0,1,0,1
16-2,16,2,5,0,0,0.8493857979774475,0.8493857979774475,1,1,4,2,4,0.098411895,0.372329980134964,0.05566624,0,1,0,0,0,1,0,1
16-3,16,3,5,0,0,0.8493857979774475,0.8493857979774475,1,1,5,1,4,0.27113855,0.372329980134964,0.17306554,0,1,0,0,0,1,0,1
16-4,16,4,5,0,0,0.8493857979774475,0.8493857979774475,1,1,4,3,3,0.18801847,0.372329980134964,0.11178539,0,1,0,0,0,1,0,1
16-5,16,5,5,0,0,0.8493857979774475,0.8493857979774475,1,1,3,3,3,0.016168984,0.372329980134964,0.015040848,0,1,0,0,0,1,0,1
16-6,16,6,5,0,0,0.8493857979774475,0.8493857979774475,1,1,4,3,2,0.4031535,0.372329980134964,0.2370373,0,1,0,0,0,1,0,1
16-7,16,7,5,0,0,0.8493857979774475,0.8493857979774475,1,1,4,2,2,0.33224696,0.372329980134964,0.13454089,0,1,0,0,0,1,0,1
16-8,16,8,5,0,0,0.8493857979774475,0.8493857979774475,1,1,3,3,2,0.1834826,0.372329980134964,0.06342459,0,1,0,0,0,1,0,1
16-9,16,9,5,0,0,0.8493857979774475,0.8493857979774475,1,1,4,3,4,0.42131707,0.372329980134964,0.19930036,0,1,0,0,0,1,0,1
16-10,16,10,5,0,0,0.8493857979774475,0.8493857979774475,1,1,5,1,4,0.009594959,0.372329980134964,0.011412549,0,1,0,0,0,1,0,1
16-11,16,11,5,0,0,0.8493857979774475,0.8493857979774475,1,1,4,2,4,0.098411895,0.372329980134964,0.05566624,0,1,0,0,0,1,0,1
16-12,16,12,5,0,0,0.8493857979774475,0.8493857979774475,1,1,4,2,4,0.26480788,0.372329980134964,0.11809496,0,1,0,0,0,1,0,1
17-0,17,0,1,0,0,0.931252419948578,0.931252419948578,1,1,5,3,4,0.49245358,0.486357569694519,0.22844723,0,1,0,0,0,1,0,1
17-1,17,1,1,0,0,0.931252419948578,0.931252419948578,1,1,4,3,4,0.5472191,0.486357569694519,0.25590014,0,1,1,0,0,1,0,0
17-2,17,2,1,0,0,0.931252419948578,0.931252419948578,1,1,3,3,4,0.40862575,0.486357569694519,0.17772996,0,1,0,0,0,1,0,1
17-3,17,3,1,1,1,0.068747580051422,0.931252419948578,1,0,4,3,4,0.102440566,0.486357569694519,0.03894837,0,0,0,0,0,0,0,0
17-4,17,4,1,0,0,0.931252419948578,0.931252419948578,1,1,4,3,3,0.19128343,0.486357569694519,0.09022797,0,1,0,0,0,1,0,1
17-5,17,5,1,1,1,0.068747580051422,0.931252419948578,1,0,3,3,3,0.0498198,0.486357569694519,0.022250501,0,0,0,0,0,0,0,0
17-6,17,6,1,1,1,0.068747580051422,0.931252419948578,1,0,4,3,2,0.04606004,0.486357569694519,0.018272117,0,0,0,0,0,0,0,0
17-7,17,7,1,0,0,0.931252419948578,0.931252419948578,1,1,4,2,2,0.32810727,0.486357569694519,0.13397287,0,1,0,0,0,1,0,1
17-8,17,8,1,1,1,0.068747580051422,0.931252419948578,1,0,3,3,2,0.043564286,0.486357569694519,0.017479789,0,0,0,0,0,0,0,0
17-9,17,9,1,0,0,0.931252419948578,0.931252419948578,1,1,3,4,4,0.63362736,0.486357569694519,0.29534477,0,1,1,0,0,1,0,0
17-10,17,10,1,1,1,0.068747580051422,0.931252419948578,1,0,3,3,4,0.034852263,0.486357569694519,0.014224672,0,0,0,0,0,0,0,0
17-11,17,11,1,1,1,0.068747580051422,0.931252419948578,1,0,3,3,4,0.08054667,0.486357569694519,0.03872562,0,0,0,0,0,0,0,0
17-12,17,12,1,1,1,0.068747580051422,0.931252419948578,1,0,3,3,4,0.07139891,0.486357569694519,0.031092644,0,0,0,0,0,0,0,0
18-0,18,0,5,1,0,0.9855190915986896,0.0144809084013104,0,1,5,3,4,0.25994956,0.372329980134964,0.19919568,1,1,0,0,0,1,0,1
18-1,18,1,5,1,0,0.9855190915986896,0.0144809084013104,0,1,4,3,4,0.6188536,0.372329980134964,0.46166366,1,1,1,0,0,1,0,0
18-2,18,2,5,1,0,0.9855190915986896,0.0144809084013104,0,1,4,2,4,0.23093116,0.372329980134964,0.18489262,1,1,0,0,0,1,0,1
18-3,18,3,5,1,0,0.9855190915986896,0.0144809084013104,0,1,5,2,4,0.5006528,0.372329980134964,0.4460762,1,1,1,0,0,1,0,0
18-4,18,4,5,1,0,0.9855190915986896,0.0144809084013104,0,1,4,3,3,0.3974142,0.372329980134964,0.36720762,1,1,0,0,0,1,0,1
18-5,18,5,5,1,0,0.9855190915986896,0.0144809084013104,0,1,3,3,3,0.037763707,0.372329980134964,0.064113215,1,1,0,0,0,1,0,1
18-6,18,6,5,1,0,0.9855190915986896,0.0144809084013104,0,1,3,3,2,0.7400038,0.372329980134964,0.6234889,1,1,1,1,0,1,0,0
18-7,18,7,5,1,0,0.9855190915986896,0.0144809084013104,0,1,5,2,2,0.5280151,0.372329980134964,0.33776158,1,1,1,0,0,1,0,0
18-8,18,8,5,1,0,0.9855190915986896,0.0144809084013104,0,1,3,3,2,0.41218492,0.372329980134964,0.23964915,1,1,0,0,0,1,0,1
18-9,18,9,5,1,0,0.9855190915986896,0.0144809084013104,0,1,4,4,4,0.6269871,0.372329980134964,0.4681544,1,1,1,0,0,1,0,0
18-10,18,10,5,1,0,0.9855190915986896,0.0144809084013104,0,1,4,2,4,0.027601447,0.372329980134964,0.04743811,1,1,0,0,0,1,0,1
18-11,18,11,5,1,0,0.9855190915986896,0.0144809084013104,0,1,3,3,4,0.2689448,0.372329980134964,0.22570175,1,1,0,0,0,1,0,1
18-12,18,12,5,1,0,0.9855190915986896,0.0144809084013104,0,1,3,3,4,0.59811103,0.372329980134964,0.4190381,1,1,1,0,0,1,0,0
19-0,19,0,2,0,0,0.1416841447353363,0.1416841447353363,0,0,5,2,4,0.11752064,0.4492360949516296,0.04452784,0,0,0,0,1,1,1,1
19-1,19,1,2,0,0,0.1416841447353363,0.1416841447353363,0,0,4,3,4,0.2633761,0.4492360949516296,0.10785572,0,0,0,0,1,1,1,1
19-2,19,2,2,0,0,0.1416841447353363,0.1416841447353363,0,0,4,2,4,0.31644192,0.4492360949516296,0.12857838,0,0,0,0,1,1,1,1
19-3,19,3,2,0,0,0.1416841447353363,0.1416841447353363,0,0,4,2,4,0.33468652,0.4492360949516296,0.12242953,0,0,0,0,1,1,1,1
19-4,19,4,2,0,0,0.1416841447353363,0.1416841447353363,0,0,4,3,3,0.09350428,0.4492360949516296,0.042890996,0,0,0,0,1,1,1,1
19-5,19,5,2,0,0,0.1416841447353363,0.1416841447353363,0,0,4,3,3,0.117838524,0.4492360949516296,0.062933005,0,0,0,0,1,1,1,1
19-6,19,6,2,0,0,0.1416841447353363,0.1416841447353363,0,0,4,3,2,0.06458712,0.4492360949516296,0.024863454,0,0,0,0,1,1,1,1
19-7,19,7,2,0,0,0.1416841447353363,0.1416841447353363,0,0,5,2,2,0.06604339,0.4492360949516296,0.030465664,0,0,0,0,1,1,1,1
19-8,19,8,2,0,0,0.1416841447353363,0.1416841447353363,0,0,3,2,2,0.3525813,0.4492360949516296,0.13790956,0,0,0,0,1,1,1,1
19-9,19,9,2,0,0,0.1416841447353363,0.1416841447353363,0,0,4,3,4,0.373546,0.4492360949516296,0.14960343,0,0,0,0,1,1,1,1
19-10,19,10,2,0,0,0.1416841447353363,0.1416841447353363,0,0,2,2,4,0.043727446,0.4492360949516296,0.02002987,0,0,0,0,1,1,1,1
19-11,19,11,2,0,0,0.1416841447353363,0.1416841447353363,0,0,3,3,4,0.04980341,0.4492360949516296,0.019053422,0,0,0,0,1,1,1,1
19-12,19,12,2,0,0,0.1416841447353363,0.1416841447353363,0,0,4,2,4,0.12413788,0.4492360949516296,0.045608573,0,0,0,0,1,1,1,1
20-0,20,0,5,1,0,0.0007973313331604,0.9992026686668396,1,0,5,3,4,0.03319709,0.372329980134964,0.018425304,1,0,0,0,1,1,1,1
20-1,20,1,5,1,0,0.0007973313331604,0.9992026686668396,1,0,4,3,4,0.09804175,0.372329980134964,0.042833485,1,0,0,0,1,1,1,1
20-2,20,2,5,1,0,0.0007973313331604,0.9992026686668396,1,0,5,3,4,0.016246209,0.372329980134964,0.012112647,1,0,0,0,1,1,1,1
20-3,20,3,5,1,0,0.0007973313331604,0.9992026686668396,1,0,5,1,4,0.08206245,0.372329980134964,0.056552947,1,0,0,0,1,1,1,1
20-4,20,4,5,1,0,0.0007973313331604,0.9992026686668396,1,0,5,2,3,0.030414693,0.372329980134964,0.023095142,1,0,0,0,1,1,1,1
20-5,20,5,5,1,0,0.0007973313331604,0.9992026686668396,1,0,4,3,3,0.009351759,0.372329980134964,0.0071266936,1,0,0,0,1,1,1,1
20-6,20,6,5,1,0,0.0007973313331604,0.9992026686668396,1,0,3,3,2,0.1409203,0.372329980134964,0.07853959,1,0,0,0,1,1,1,1
20-7,20,7,5,1,0,0.0007973313331604,0.9992026686668396,1,0,4,3,2,0.10316492,0.372329980134964,0.037626974,1,0,0,0,1,1,1,1
20-8,20,8,5,1,0,0.0007973313331604,0.9992026686668396,1,0,4,2,2,0.04572472,0.372329980134964,0.015940389,1,0,0,0,1,1,1,1
20-9,20,9,5,1,0,0.0007973313331604,0.9992026686668396,1,0,4,4,4,0.101146735,0.372329980134964,0.045463253,1,0,0,0,1,1,1,1
20-10,20,10,5,1,0,0.0007973313331604,0.9992026686668396,1,0,5,1,4,0.007973249,0.372329980134964,0.007506427,1,0,0,0,1,1,1,1
20-11,20,11,5,1,0,0.0007973313331604,0.9992026686668396,1,0,3,3,4,0.02128991,0.372329980134964,0.015518735,1,0,0,0,1,1,1,1
20-12,20,12,5,1,0,0.0007973313331604,0.9992026686668396,1,0,3,3,4,0.1033245,0.372329980134964,0.03903839,1,0,0,0,1,1,1,1
21-0,21,0,5,0,0,0.0921481400728225,0.0921481400728225,0,0,5,2,4,0.03884411,0.372329980134964,0.0139977345,0,0,0,0,1,1,1,1
21-1,21,1,5,0,0,0.0921481400728225,0.0921481400728225,0,0,4,3,4,0.11210242,0.372329980134964,0.035448723,0,0,0,0,1,1,1,1
21-2,21,2,5,0,0,0.0921481400728225,0.0921481400728225,0,0,4,2,4,0.025219673,0.372329980134964,0.010970618,0,0,0,0,1,1,1,1
21-3,21,3,5,0,0,0.0921481400728225,0.0921481400728225,0,0,5,1,4,0.11401905,0.372329980134964,0.04580317,0,0,0,0,1,1,1,1
21-4,21,4,5,0,0,0.0921481400728225,0.0921481400728225,0,0,4,2,3,0.0368412,0.372329980134964,0.018907083,0,0,0,0,1,1,1,1
21-5,21,5,5,0,0,0.0921481400728225,0.0921481400728225,0,0,4,3,3,0.010251427,0.372329980134964,0.005396599,0,0,0,0,1,1,1,1
21-6,21,6,5,0,0,0.0921481400728225,0.0921481400728225,0,0,5,3,2,0.11711268,0.372329980134964,0.047484007,0,0,0,0,1,1,1,1
21-7,21,7,5,0,0,0.0921481400728225,0.0921481400728225,0,0,5,2,2,0.08164395,0.372329980134964,0.024793893,0,0,0,0,1,1,1,1
21-8,21,8,5,0,0,0.0921481400728225,0.0921481400728225,0,0,3,3,2,0.048199657,0.372329980134964,0.012668337,0,0,0,0,1,1,1,1
21-9,21,9,5,0,0,0.0921481400728225,0.0921481400728225,0,0,4,3,4,0.11427025,0.372329980134964,0.036526393,0,0,0,0,1,1,1,1
21-10,21,10,5,0,0,0.0921481400728225,0.0921481400728225,0,0,4,2,4,0.009484105,0.372329980134964,0.0060961605,0,0,0,0,1,1,1,1
21-11,21,11,5,0,0,0.0921481400728225,0.0921481400728225,0,0,3,3,4,0.027907709,0.372329980134964,0.012668539,0,0,0,0,1,1,1,1
21-12,21,12,5,0,0,0.0921481400728225,0.0921481400728225,0,0,4,2,4,0.08381306,0.372329980134964,0.024979431,0,0,0,0,1,1,1,1
22-0,22,0,1,0,0,0.7936586737632751,0.7936586737632751,1,1,5,2,4,0.35649958,0.486357569694519,0.15223925,0,1,0,0,0,1,0,1
22-1,22,1,1,0,0,0.7936586737632751,0.7936586737632751,1,1,4,3,4,0.39685896,0.486357569694519,0.16887003,0,1,0,0,0,1,0,1
22-2,22,2,1,1,1,0.2063413262367248,0.7936586737632751,1,0,4,4,4,0.15222375,0.486357569694519,0.06458993,0,0,0,0,0,0,0,0
22-3,22,3,1,0,0,0.7936586737632751,0.7936586737632751,1,1,5,1,4,0.19679885,0.486357569694519,0.0899399,0,1,0,0,0,1,0,1
22-4,22,4,1,0,0,0.7936586737632751,0.7936586737632751,1,1,4,2,3,0.09723785,0.486357569694519,0.05096481,0,1,0,0,0,1,0,1
22-5,22,5,1,0,0,0.7936586737632751,0.7936586737632751,1,1,5,3,3,0.13429742,0.486357569694519,0.056323316,0,1,0,0,0,1,0,1
22-6,22,6,1,0,0,0.7936586737632751,0.7936586737632751,1,1,4,3,2,0.11209559,0.486357569694519,0.052717153,0,1,0,0,0,1,0,1
22-7,22,7,1,0,0,0.7936586737632751,0.7936586737632751,1,1,5,2,2,0.15666334,0.486357569694519,0.075063616,0,1,0,0,0,1,0,1
22-8,22,8,1,0,0,0.7936586737632751,0.7936586737632751,1,1,3,3,2,0.110690095,0.486357569694519,0.051758222,0,1,0,0,0,1,0,1
22-9,22,9,1,0,0,0.7936586737632751,0.7936586737632751,1,1,5,3,4,0.37570927,0.486357569694519,0.14498843,0,1,0,0,0,1,0,1
22-10,22,10,1,0,0,0.7936586737632751,0.7936586737632751,1,1,4,3,4,0.03887194,0.486357569694519,0.02498876,0,1,0,0,0,1,0,1
22-11,22,11,1,0,0,0.7936586737632751,0.7936586737632751,1,1,3,3,4,0.2571115,0.486357569694519,0.11594085,0,1,0,0,0,1,0,1
22-12,22,12,1,0,0,0.7936586737632751,0.7936586737632751,1,1,4,2,4,0.15509805,0.486357569694519,0.07526352,0,1,0,0,0,1,0,1
23-0,23,0,1,0,0,0.877592921257019,0.877592921257019,1,1,5,2,4,0.5362396,0.486357569694519,0.2671388,0,1,1,0,0,1,0,0
23-1,23,1,1,0,0,0.877592921257019,0.877592921257019,1,1,4,3,4,0.59274894,0.486357569694519,0.30727285,0,1,1,0,0,1,0,0
23-2,23,2,1,0,0,0.877592921257019,0.877592921257019,1,1,4,3,4,0.41404164,0.486357569694519,0.1969979,0,1,0,0,0,1,0,1
23-3,23,3,1,1,1,0.1224070787429809,0.877592921257019,1,0,4,3,4,0.091148004,0.486357569694519,0.034798793,0,0,0,0,0,0,0,0
23-4,23,4,1,0,0,0.877592921257019,0.877592921257019,1,1,3,3,3,0.28061506,0.486357569694519,0.13675414,0,1,0,0,0,1,0,1
23-5,23,5,1,0,0,0.877592921257019,0.877592921257019,1,1,4,3,3,0.28368682,0.486357569694519,0.12745713,0,1,0,0,0,1,0,1
23-6,23,6,1,0,0,0.877592921257019,0.877592921257019,1,1,4,3,2,0.21539858,0.486357569694519,0.10294041,0,1,0,0,0,1,0,1
23-7,23,7,1,0,0,0.877592921257019,0.877592921257019,1,1,4,2,2,0.3740499,0.486357569694519,0.16392122,0,1,0,0,0,1,0,1
23-8,23,8,1,0,0,0.877592921257019,0.877592921257019,1,1,3,3,2,0.21708596,0.486357569694519,0.101165496,0,1,0,0,0,1,0,1
23-9,23,9,1,0,0,0.877592921257019,0.877592921257019,1,1,4,4,4,0.60714054,0.486357569694519,0.3047454,0,1,1,0,0,1,0,0
23-10,23,10,1,0,0,0.877592921257019,0.877592921257019,1,1,3,2,4,0.073260374,0.486357569694519,0.043695144,0,1,0,0,0,1,0,1
23-11,23,11,1,0,0,0.877592921257019,0.877592921257019,1,1,3,3,4,0.4294221,0.486357569694519,0.21286203,0,1,0,0,0,1,0,1
23-12,23,12,1,0,0,0.877592921257019,0.877592921257019,1,1,4,2,4,0.28788206,0.486357569694519,0.13101415,0,1,0,0,0,1,0,1
24-0,24,0,1,0,0,0.6475051641464233,0.6475051641464233,1,1,5,3,4,0.46659774,0.486357569694519,0.21144426,0,1,0,0,0,1,0,1
24-1,24,1,1,0,0,0.6475051641464233,0.6475051641464233,1,1,4,3,4,0.48393953,0.486357569694519,0.21488234,0,1,0,0,0,1,0,1
24-2,24,2,1,0,0,0.6475051641464233,0.6475051641464233,1,1,4,2,4,0.2969808,0.486357569694519,0.12895502,0,1,0,0,0,1,0,1
24-3,24,3,1,0,0,0.6475051641464233,0.6475051641464233,1,1,5,1,4,0.26572764,0.486357569694519,0.12069201,0,1,0,0,0,1,0,1
24-4,24,4,1,0,0,0.6475051641464233,0.6475051641464233,1,1,4,3,3,0.14325303,0.486357569694519,0.07262448,0,1,0,0,0,1,0,1
24-5,24,5,1,0,0,0.6475051641464233,0.6475051641464233,1,1,4,3,3,0.20607188,0.486357569694519,0.08809489,0,1,0,0,0,1,0,1
24-6,24,6,1,1,1,0.3524948358535766,0.6475051641464233,1,0,4,3,2,0.10128122,0.486357569694519,0.03533013,0,0,0,0,0,0,0,0
24-7,24,7,1,0,0,0.6475051641464233,0.6475051641464233,1,1,5,3,2,0.22539939,0.486357569694519,0.10808183,0,1,0,0,0,1,0,1
24-8,24,8,1,0,0,0.6475051641464233,0.6475051641464233,1,1,3,3,2,0.14314081,0.486357569694519,0.067893915,0,1,0,0,0,1,0,1
24-9,24,9,1,0,0,0.6475051641464233,0.6475051641464233,1,1,4,3,4,0.49892586,0.486357569694519,0.21107192,0,1,0,0,0,1,0,1
24-10,24,10,1,0,0,0.6475051641464233,0.6475051641464233,1,1,4,2,4,0.050167367,0.486357569694519,0.031232113,0,1,0,0,0,1,0,1
24-11,24,11,1,0,0,0.6475051641464233,0.6475051641464233,1,1,3,3,4,0.3293495,0.486357569694519,0.1524715,0,1,0,0,0,1,0,1
24-12,24,12,1,0,0,0.6475051641464233,0.6475051641464233,1,1,4,2,4,0.20431611,0.486357569694519,0.09977492,0,1,0,0,0,1,0,1
25-0,25,0,2,1,0,0.1699978709220886,0.8300021290779114,1,0,5,3,4,0.12235906,0.4492360949516296,0.04371373,1,0,0,0,1,1,1,1
25-1,25,1,2,1,0,0.1699978709220886,0.8300021290779114,1,0,4,3,4,0.23175773,0.4492360949516296,0.104683354,1,0,0,0,1,1,1,1
25-2,25,2,2,1,0,0.1699978709220886,0.8300021290779114,1,0,5,3,4,0.25359893,0.4492360949516296,0.097184025,1,0,0,0,1,1,1,1
25-3,25,3,2,1,0,0.1699978709220886,0.8300021290779114,1,0,3,4,4,0.3679805,0.4492360949516296,0.1355305,1,0,0,0,1,1,1,1
25-4,25,4,2,1,0,0.1699978709220886,0.8300021290779114,1,0,5,3,3,0.056512415,0.4492360949516296,0.02587375,1,0,0,0,1,1,1,1
25-5,25,5,2,1,0,0.1699978709220886,0.8300021290779114,1,0,4,4,3,0.10327227,0.4492360949516296,0.06055794,1,0,0,0,1,1,1,1
25-6,25,6,2,1,0,0.1699978709220886,0.8300021290779114,1,0,4,3,2,0.054660056,0.4492360949516296,0.021482194,1,0,0,0,1,1,1,1
25-7,25,7,2,1,0,0.1699978709220886,0.8300021290779114,1,0,5,3,2,0.06685518,0.4492360949516296,0.029367996,1,0,0,0,1,1,1,1
25-8,25,8,2,1,0,0.1699978709220886,0.8300021290779114,1,0,3,3,2,0.35947213,0.4492360949516296,0.13227308,1,0,0,0,1,1,1,1
25-9,25,9,2,1,0,0.1699978709220886,0.8300021290779114,1,0,5,3,4,0.30838493,0.4492360949516296,0.12207279,1,0,0,0,1,1,1,1
25-10,25,10,2,1,0,0.1699978709220886,0.8300021290779114,1,0,5,2,4,0.021268902,0.4492360949516296,0.010410898,1,0,0,0,1,1,1,1
25-11,25,11,2,1,0,0.1699978709220886,0.8300021290779114,1,0,3,3,4,0.043354187,0.4492360949516296,0.01693005,1,0,0,0,1,1,1,1
25-12,25,12,2,1,0,0.1699978709220886,0.8300021290779114,1,0,4,3,4,0.12565465,0.4492360949516296,0.04342448,1,0,0,0,1,1,1,1
26-0,26,0,1,1,0,0.3250508904457092,0.6749491095542908,1,0,5,2,4,0.29439184,0.486357569694519,0.10653808,1,0,0,0,1,1,1,1
26-1,26,1,1,1,0,0.3250508904457092,0.6749491095542908,1,0,4,3,4,0.2943404,0.486357569694519,0.11330937,1,0,0,0,1,1,1,1
26-2,26,2,1,1,0,0.3250508904457092,0.6749491095542908,1,0,2,3,4,0.20201851,0.486357569694519,0.08811067,1,0,0,0,1,1,1,1
26-3,26,3,1,1,0,0.3250508904457092,0.6749491095542908,1,0,4,3,4,0.21251799,0.486357569694519,0.08235935,1,0,0,0,1,1,1,1
26-4,26,4,1,1,0,0.3250508904457092,0.6749491095542908,1,0,4,3,3,0.06569848,0.486357569694519,0.032440577,1,0,0,0,1,1,1,1
26-5,26,5,1,1,0,0.3250508904457092,0.6749491095542908,1,0,4,3,3,0.10908949,0.486357569694519,0.04494594,1,0,0,0,1,1,1,1
26-6,26,6,1,1,0,0.3250508904457092,0.6749491095542908,1,0,3,3,2,0.10602828,0.486357569694519,0.038027547,1,0,0,0,1,1,1,1
26-7,26,7,1,1,0,0.3250508904457092,0.6749491095542908,1,0,4,4,2,0.15881035,0.486357569694519,0.063502945,1,0,0,0,1,1,1,1
26-8,26,8,1,1,0,0.3250508904457092,0.6749491095542908,1,0,3,3,2,0.09357382,0.486357569694519,0.033995047,1,0,0,0,1,1,1,1
26-9,26,9,1,1,0,0.3250508904457092,0.6749491095542908,1,0,5,3,4,0.2883728,0.486357569694519,0.100409426,1,0,0,0,1,1,1,1
26-10,26,10,1,1,0,0.3250508904457092,0.6749491095542908,1,0,4,2,4,0.047299907,0.486357569694519,0.02284758,1,0,0,0,1,1,1,1
26-11,26,11,1,1,0,0.3250508904457092,0.6749491095542908,1,0,3,3,4,0.17986563,0.486357569694519,0.07692412,1,0,0,0,1,1,1,1
26-12,26,12,1,1,0,0.3250508904457092,0.6749491095542908,1,0,4,3,4,0.14564438,0.486357569694519,0.05620597,1,0,0,0,1,1,1,1
27-0,27,0,1,0,0,0.1267925351858139,0.1267925351858139,0,0,5,2,4,0.111144155,0.486357569694519,0.040356833,0,0,0,0,1,1,1,1
27-1,27,1,1,0,0,0.1267925351858139,0.1267925351858139,0,0,4,3,4,0.11419883,0.486357569694519,0.044068057,0,0,0,0,1,1,1,1
27-2,27,2,1,0,0,0.1267925351858139,0.1267925351858139,0,0,4,3,4,0.06314075,0.486357569694519,0.026066266,0,0,0,0,1,1,1,1
27-3,27,3,1,0,0,0.1267925351858139,0.1267925351858139,0,0,5,3,4,0.073796466,0.486357569694519,0.026946615,0,0,0,0,1,1,1,1
27-4,27,4,1,0,0,0.1267925351858139,0.1267925351858139,0,0,4,3,3,0.022335025,0.486357569694519,0.011404901,0,0,0,0,1,1,1,1
27-5,27,5,1,0,0,0.1267925351858139,0.1267925351858139,0,0,4,3,3,0.03594676,0.486357569694519,0.016149191,0,0,0,0,1,1,1,1
27-6,27,6,1,0,0,0.1267925351858139,0.1267925351858139,0,0,4,3,2,0.03327979,0.486357569694519,0.01251548,0,0,0,0,1,1,1,1
27-7,27,7,1,0,0,0.1267925351858139,0.1267925351858139,0,0,5,2,2,0.037444796,0.486357569694519,0.018911118,0,0,0,0,1,1,1,1
27-8,27,8,1,0,0,0.1267925351858139,0.1267925351858139,0,0,3,3,2,0.030378137,0.486357569694519,0.011650436,0,0,0,0,1,1,1,1
27-9,27,9,1,0,0,0.1267925351858139,0.1267925351858139,0,0,4,3,4,0.12040672,0.486357569694519,0.043120295,0,0,0,0,1,1,1,1
27-10,27,10,1,1,1,0.8732074648141861,0.1267925351858139,0,1,4,3,4,0.07178587,0.486357569694519,0.049056213,0,1,0,0,1,0,1,0
27-11,27,11,1,0,0,0.1267925351858139,0.1267925351858139,0,0,3,3,4,0.06259937,0.486357569694519,0.027700396,0,0,0,0,1,1,1,1
27-12,27,12,1,0,0,0.1267925351858139,0.1267925351858139,0,0,4,2,4,0.04277792,0.486357569694519,0.018035803,0,0,0,0,1,1,1,1
